Path,Full path,WID,%-T,%-#,Count,Count/mL,Count/_L,file
P1\P2\LL5,cm2016-01-06.018\P1\P2\LL5,B5,89.56,98.62,5377,1.35E+05,134.78,cm2016-01-06.018
P1\P2\UL5,cm2016-01-06.018\P1\P2\UL5,B5,0.98,1.08,59,1.48E+03,1.48,cm2016-01-06.018
P1\P2\UR5,cm2016-01-06.018\P1\P2\UR5,B5,0.12,0.13,7,175,0.18,cm2016-01-06.018
P1\P2\LR5,cm2016-01-06.018\P1\P2\LR5,B5,0.15,0.17,9,226,0.23,cm2016-01-06.018
cm2016-01-06.017,cm2016-01-06.017,A5,100,---,4550,1.19E+05,118.95,cm2016-01-06.017
P1,cm2016-01-06.017\P1,A5,99.71,99.71,4537,1.19E+05,118.61,cm2016-01-06.017
P1\P2,cm2016-01-06.017\P1\P2,A5,99.03,99.32,4506,1.18E+05,117.8,cm2016-01-06.017
P1\P2\unstained,cm2016-01-06.017\P1\P2\unstained,A5,99.03,100,4506,1.18E+05,117.8,cm2016-01-06.017
P1\P2\mCherry,cm2016-01-06.017\P1\P2\mCherry,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\double-stained,cm2016-01-06.017\P1\P2\double-stained,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\GFP,cm2016-01-06.017\P1\P2\GFP,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\LL4,cm2016-01-06.017\P1\P2\LL4,A5,99.03,100,4506,1.18E+05,117.8,cm2016-01-06.017
P1\P2\UL4,cm2016-01-06.017\P1\P2\UL4,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\UR4,cm2016-01-06.017\P1\P2\UR4,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\LR4,cm2016-01-06.017\P1\P2\LR4,A5,0,0,0,0,0,cm2016-01-06.017
P1\P2\LL5,cm2016-01-06.017\P1\P2\LL5,A5,98.31,99.27,4473,1.17E+05,116.94,cm2016-01-06.017
P1\P2\UL5,cm2016-01-06.017\P1\P2\UL5,A5,0.57,0.58,26,680,0.68,cm2016-01-06.017
P1\P2\UR5,cm2016-01-06.017\P1\P2\UR5,A5,0.02,0.02,1,26.1,0.03,cm2016-01-06.017
P1\P2\LR5,cm2016-01-06.017\P1\P2\LR5,A5,0.13,0.13,6,157,0.16,cm2016-01-06.017
cm2016-01-06.016,cm2016-01-06.016,D4,100,---,6980,1.80E+05,179.94,cm2016-01-06.016
P1,cm2016-01-06.016\P1,D4,72.21,72.21,5040,1.30E+05,129.93,cm2016-01-06.016
P1\P2,cm2016-01-06.016\P1\P2,D4,71.38,98.85,4982,1.28E+05,128.43,cm2016-01-06.016
P1\P2\unstained,cm2016-01-06.016\P1\P2\unstained,D4,71.33,99.94,4979,1.28E+05,128.35,cm2016-01-06.016
P1\P2\mCherry,cm2016-01-06.016\P1\P2\mCherry,D4,0.03,0.04,2,51.6,0.05,cm2016-01-06.016
P1\P2\double-stained,cm2016-01-06.016\P1\P2\double-stained,D4,0.01,0.02,1,25.8,0.03,cm2016-01-06.016
P1\P2\GFP,cm2016-01-06.016\P1\P2\GFP,D4,0,0,0,0,0,cm2016-01-06.016
P1\P2\LL4,cm2016-01-06.016\P1\P2\LL4,D4,71.36,99.98,4981,1.28E+05,128.41,cm2016-01-06.016
P1\P2\UL4,cm2016-01-06.016\P1\P2\UL4,D4,0.01,0.02,1,25.8,0.03,cm2016-01-06.016
P1\P2\UR4,cm2016-01-06.016\P1\P2\UR4,D4,0,0,0,0,0,cm2016-01-06.016
P1\P2\LR4,cm2016-01-06.016\P1\P2\LR4,D4,0,0,0,0,0,cm2016-01-06.016
P1\P2\LL5,cm2016-01-06.016\P1\P2\LL5,D4,68.47,95.93,4779,1.23E+05,123.2,cm2016-01-06.016
P1\P2\UL5,cm2016-01-06.016\P1\P2\UL5,D4,2.51,3.51,175,4.51E+03,4.51,cm2016-01-06.016
P1\P2\UR5,cm2016-01-06.016\P1\P2\UR5,D4,0.34,0.48,24,619,0.62,cm2016-01-06.016
P1\P2\LR5,cm2016-01-06.016\P1\P2\LR5,D4,0.06,0.08,4,103,0.1,cm2016-01-06.016
cm2016-01-06.015,cm2016-01-06.015,C4,100,---,9451,2.48E+05,248.17,cm2016-01-06.015
P1,cm2016-01-06.015\P1,C4,49.07,49.07,4638,1.22E+05,121.79,cm2016-01-06.015
P1\P2,cm2016-01-06.015\P1\P2,C4,48.07,97.95,4543,1.19E+05,119.29,cm2016-01-06.015
P1\P2\unstained,cm2016-01-06.015\P1\P2\unstained,C4,48.02,99.89,4538,1.19E+05,119.16,cm2016-01-06.015
P1\P2\mCherry,cm2016-01-06.015\P1\P2\mCherry,C4,0.01,0.02,1,26.3,0.03,cm2016-01-06.015
P1\P2\double-stained,cm2016-01-06.015\P1\P2\double-stained,C4,0,0,0,0,0,cm2016-01-06.015
P1\P2\GFP,cm2016-01-06.015\P1\P2\GFP,C4,0.04,0.09,4,105,0.11,cm2016-01-06.015
P1\P2\LL4,cm2016-01-06.015\P1\P2\LL4,C4,47.95,99.76,4532,1.19E+05,119,cm2016-01-06.015
P1\P2\UL4,cm2016-01-06.015\P1\P2\UL4,C4,0,0,0,0,0,cm2016-01-06.015
P1\P2\UR4,cm2016-01-06.015\P1\P2\UR4,C4,0,0,0,0,0,cm2016-01-06.015
P1\P2\LR4,cm2016-01-06.015\P1\P2\LR4,C4,0.12,0.24,11,289,0.29,cm2016-01-06.015
P1\P2\LL5,cm2016-01-06.015\P1\P2\LL5,C4,47.11,98,4452,1.17E+05,116.9,cm2016-01-06.015
P1\P2\UL5,cm2016-01-06.015\P1\P2\UL5,C4,0.78,1.63,74,1.94E+03,1.94,cm2016-01-06.015
P1\P2\UR5,cm2016-01-06.015\P1\P2\UR5,C4,0.12,0.24,11,289,0.29,cm2016-01-06.015
P1\P2\LR5,cm2016-01-06.015\P1\P2\LR5,C4,0.06,0.13,6,158,0.16,cm2016-01-06.015
cm2016-01-06.014,cm2016-01-06.014,B4,100,---,5660,1.46E+05,145.52,cm2016-01-06.014
P1,cm2016-01-06.014\P1,B4,91.01,91.01,5151,1.32E+05,132.43,cm2016-01-06.014
P1\P2,cm2016-01-06.014\P1\P2,B4,90.14,99.05,5102,1.31E+05,131.17,cm2016-01-06.014
P1\P2\unstained,cm2016-01-06.014\P1\P2\unstained,B4,90.11,99.96,5100,1.31E+05,131.12,cm2016-01-06.014
P1\P2\mCherry,cm2016-01-06.014\P1\P2\mCherry,B4,0.02,0.02,1,25.7,0.03,cm2016-01-06.014
P1\P2\double-stained,cm2016-01-06.014\P1\P2\double-stained,B4,0.02,0.02,1,25.7,0.03,cm2016-01-06.014
P1\P2\GFP,cm2016-01-06.014\P1\P2\GFP,B4,0,0,0,0,0,cm2016-01-06.014
P1\P2\LL4,cm2016-01-06.014\P1\P2\LL4,B4,90.14,100,5102,1.31E+05,131.17,cm2016-01-06.014
P1\P2\UL4,cm2016-01-06.014\P1\P2\UL4,B4,0,0,0,0,0,cm2016-01-06.014
P1\P2\UR4,cm2016-01-06.014\P1\P2\UR4,B4,0,0,0,0,0,cm2016-01-06.014
P1\P2\LR4,cm2016-01-06.014\P1\P2\LR4,B4,0,0,0,0,0,cm2016-01-06.014
P1\P2\LL5,cm2016-01-06.014\P1\P2\LL5,B4,89.43,99.22,5062,1.30E+05,130.14,cm2016-01-06.014
P1\P2\UL5,cm2016-01-06.014\P1\P2\UL5,B4,0.46,0.51,26,668,0.67,cm2016-01-06.014
P1\P2\UR5,cm2016-01-06.014\P1\P2\UR5,B4,0.14,0.16,8,206,0.21,cm2016-01-06.014
P1\P2\LR5,cm2016-01-06.014\P1\P2\LR5,B4,0.11,0.12,6,154,0.15,cm2016-01-06.014
cm2016-01-06.013,cm2016-01-06.013,A4,100,---,4729,1.19E+05,118.53,cm2016-01-06.013
P1,cm2016-01-06.013\P1,A4,89.13,89.13,4215,1.06E+05,105.65,cm2016-01-06.013
P1\P2,cm2016-01-06.013\P1\P2,A4,88.29,99.05,4175,1.05E+05,104.65,cm2016-01-06.013
P1\P2\unstained,cm2016-01-06.013\P1\P2\unstained,A4,88.14,99.83,4168,1.04E+05,104.47,cm2016-01-06.013
P1\P2\mCherry,cm2016-01-06.013\P1\P2\mCherry,A4,0.13,0.14,6,150,0.15,cm2016-01-06.013
P1\P2\double-stained,cm2016-01-06.013\P1\P2\double-stained,A4,0.02,0.02,1,25.1,0.03,cm2016-01-06.013
P1\P2\GFP,cm2016-01-06.013\P1\P2\GFP,A4,0,0,0,0,0,cm2016-01-06.013
P1\P2\LL4,cm2016-01-06.013\P1\P2\LL4,A4,88.26,99.98,4174,1.05E+05,104.62,cm2016-01-06.013
P1\P2\UL4,cm2016-01-06.013\P1\P2\UL4,A4,0.02,0.02,1,25.1,0.03,cm2016-01-06.013
P1\P2\UR4,cm2016-01-06.013\P1\P2\UR4,A4,0,0,0,0,0,cm2016-01-06.013
P1\P2\LR4,cm2016-01-06.013\P1\P2\LR4,A4,0,0,0,0,0,cm2016-01-06.013
P1\P2\LL5,cm2016-01-06.013\P1\P2\LL5,A4,87.44,99.04,4135,1.04E+05,103.64,cm2016-01-06.013
P1\P2\UL5,cm2016-01-06.013\P1\P2\UL5,A4,0.51,0.57,24,602,0.6,cm2016-01-06.013
P1\P2\UR5,cm2016-01-06.013\P1\P2\UR5,A4,0.15,0.17,7,175,0.18,cm2016-01-06.013
P1\P2\LR5,cm2016-01-06.013\P1\P2\LR5,A4,0.19,0.22,9,226,0.23,cm2016-01-06.013
cm2016-01-06.012,cm2016-01-06.012,D3,100,---,6414,1.67E+05,166.87,cm2016-01-06.012
P1,cm2016-01-06.012\P1,D3,99.77,99.77,6399,1.66E+05,166.48,cm2016-01-06.012
P1\P2,cm2016-01-06.012\P1\P2,D3,98.74,98.97,6333,1.65E+05,164.76,cm2016-01-06.012
P1\P2\unstained,cm2016-01-06.012\P1\P2\unstained,D3,98.63,99.89,6326,1.65E+05,164.58,cm2016-01-06.012
P1\P2\mCherry,cm2016-01-06.012\P1\P2\mCherry,D3,0.11,0.11,7,182,0.18,cm2016-01-06.012
P1\P2\double-stained,cm2016-01-06.012\P1\P2\double-stained,D3,0,0,0,0,0,cm2016-01-06.012
P1\P2\GFP,cm2016-01-06.012\P1\P2\GFP,D3,0,0,0,0,0,cm2016-01-06.012
P1\P2\LL4,cm2016-01-06.012\P1\P2\LL4,D3,98.74,100,6333,1.65E+05,164.76,cm2016-01-06.012
P1\P2\UL4,cm2016-01-06.012\P1\P2\UL4,D3,0,0,0,0,0,cm2016-01-06.012
P1\P2\UR4,cm2016-01-06.012\P1\P2\UR4,D3,0,0,0,0,0,cm2016-01-06.012
P1\P2\LR4,cm2016-01-06.012\P1\P2\LR4,D3,0,0,0,0,0,cm2016-01-06.012
P1\P2\LL5,cm2016-01-06.012\P1\P2\LL5,D3,95.77,97,6143,1.60E+05,159.82,cm2016-01-06.012
P1\P2\UL5,cm2016-01-06.012\P1\P2\UL5,D3,2.51,2.54,161,4.19E+03,4.19,cm2016-01-06.012
P1\P2\UR5,cm2016-01-06.012\P1\P2\UR5,D3,0.31,0.32,20,520,0.52,cm2016-01-06.012
P1\P2\LR5,cm2016-01-06.012\P1\P2\LR5,D3,0.14,0.14,9,234,0.23,cm2016-01-06.012
cm2016-01-06.011,cm2016-01-06.011,C3,100,---,5308,1.34E+05,134.24,cm2016-01-06.011
P1,cm2016-01-06.011\P1,C3,90.26,90.26,4791,1.21E+05,121.17,cm2016-01-06.011
P1\P2,cm2016-01-06.011\P1\P2,C3,89.28,98.91,4739,1.20E+05,119.85,cm2016-01-06.011
P1\P2\unstained,cm2016-01-06.011\P1\P2\unstained,C3,89.11,99.81,4730,1.20E+05,119.62,cm2016-01-06.011
P1\P2\mCherry,cm2016-01-06.011\P1\P2\mCherry,C3,0.13,0.15,7,177,0.18,cm2016-01-06.011
P1\P2\double-stained,cm2016-01-06.011\P1\P2\double-stained,C3,0.04,0.04,2,50.6,0.05,cm2016-01-06.011
P1\P2\GFP,cm2016-01-06.011\P1\P2\GFP,C3,0,0,0,0,0,cm2016-01-06.011
P1\P2\LL4,cm2016-01-06.011\P1\P2\LL4,C3,89.24,99.96,4737,1.20E+05,119.8,cm2016-01-06.011
P1\P2\UL4,cm2016-01-06.011\P1\P2\UL4,C3,0,0,0,0,0,cm2016-01-06.011
P1\P2\UR4,cm2016-01-06.011\P1\P2\UR4,C3,0.02,0.02,1,25.3,0.03,cm2016-01-06.011
P1\P2\LR4,cm2016-01-06.011\P1\P2\LR4,C3,0.02,0.02,1,25.3,0.03,cm2016-01-06.011
P1\P2\LL5,cm2016-01-06.011\P1\P2\LL5,C3,88.02,98.59,4672,1.18E+05,118.16,cm2016-01-06.011
P1\P2\UL5,cm2016-01-06.011\P1\P2\UL5,C3,0.75,0.84,40,1.01E+03,1.01,cm2016-01-06.011
P1\P2\UR5,cm2016-01-06.011\P1\P2\UR5,C3,0.34,0.38,18,455,0.46,cm2016-01-06.011
P1\P2\LR5,cm2016-01-06.011\P1\P2\LR5,C3,0.17,0.19,9,228,0.23,cm2016-01-06.011
cm2016-01-06.010,cm2016-01-06.010,B3,100,---,4933,1.24E+05,123.65,cm2016-01-06.010
P1,cm2016-01-06.010\P1,B3,89.64,89.64,4422,1.11E+05,110.84,cm2016-01-06.010
P1\P2,cm2016-01-06.010\P1\P2,B3,88.65,98.89,4373,1.10E+05,109.61,cm2016-01-06.010
P1\P2\unstained,cm2016-01-06.010\P1\P2\unstained,B3,88.65,100,4373,1.10E+05,109.61,cm2016-01-06.010
P1\P2\mCherry,cm2016-01-06.010\P1\P2\mCherry,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\double-stained,cm2016-01-06.010\P1\P2\double-stained,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\GFP,cm2016-01-06.010\P1\P2\GFP,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\LL4,cm2016-01-06.010\P1\P2\LL4,B3,88.65,100,4373,1.10E+05,109.61,cm2016-01-06.010
P1\P2\UL4,cm2016-01-06.010\P1\P2\UL4,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\UR4,cm2016-01-06.010\P1\P2\UR4,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\LR4,cm2016-01-06.010\P1\P2\LR4,B3,0,0,0,0,0,cm2016-01-06.010
P1\P2\LL5,cm2016-01-06.010\P1\P2\LL5,B3,87.94,99.2,4338,1.09E+05,108.73,cm2016-01-06.010
P1\P2\UL5,cm2016-01-06.010\P1\P2\UL5,B3,0.59,0.66,29,727,0.73,cm2016-01-06.010
P1\P2\UR5,cm2016-01-06.010\P1\P2\UR5,B3,0.04,0.05,2,50.1,0.05,cm2016-01-06.010
P1\P2\LR5,cm2016-01-06.010\P1\P2\LR5,B3,0.08,0.09,4,100,0.1,cm2016-01-06.010
cm2016-01-06.009,cm2016-01-06.009,A3,100,---,4996,1.29E+05,129,cm2016-01-06.009
P1,cm2016-01-06.009\P1,A3,89.81,89.81,4487,1.16E+05,115.86,cm2016-01-06.009
P1\P2,cm2016-01-06.009\P1\P2,A3,88.95,99.04,4444,1.15E+05,114.75,cm2016-01-06.009
P1\P2\unstained,cm2016-01-06.009\P1\P2\unstained,A3,88.81,99.84,4437,1.15E+05,114.57,cm2016-01-06.009
P1\P2\mCherry,cm2016-01-06.009\P1\P2\mCherry,A3,0.14,0.16,7,181,0.18,cm2016-01-06.009
P1\P2\double-stained,cm2016-01-06.009\P1\P2\double-stained,A3,0,0,0,0,0,cm2016-01-06.009
P1\P2\GFP,cm2016-01-06.009\P1\P2\GFP,A3,0,0,0,0,0,cm2016-01-06.009
P1\P2\LL4,cm2016-01-06.009\P1\P2\LL4,A3,88.95,100,4444,1.15E+05,114.75,cm2016-01-06.009
P1\P2\UL4,cm2016-01-06.009\P1\P2\UL4,A3,0,0,0,0,0,cm2016-01-06.009
P1\P2\UR4,cm2016-01-06.009\P1\P2\UR4,A3,0,0,0,0,0,cm2016-01-06.009
P1\P2\LR4,cm2016-01-06.009\P1\P2\LR4,A3,0,0,0,0,0,cm2016-01-06.009
P1\P2\LL5,cm2016-01-06.009\P1\P2\LL5,A3,88.29,99.26,4411,1.14E+05,113.89,cm2016-01-06.009
P1\P2\UL5,cm2016-01-06.009\P1\P2\UL5,A3,0.38,0.43,19,491,0.49,cm2016-01-06.009
P1\P2\UR5,cm2016-01-06.009\P1\P2\UR5,A3,0.18,0.2,9,232,0.23,cm2016-01-06.009
P1\P2\LR5,cm2016-01-06.009\P1\P2\LR5,A3,0.1,0.11,5,129,0.13,cm2016-01-06.009
cm2016-01-06.008,cm2016-01-06.008,D2,100,---,4728,1.19E+05,118.51,cm2016-01-06.008
P1,cm2016-01-06.008\P1,D2,87.39,87.39,4132,1.04E+05,103.57,cm2016-01-06.008
P1\P2,cm2016-01-06.008\P1\P2,D2,86.17,98.6,4074,1.02E+05,102.12,cm2016-01-06.008
P1\P2\unstained,cm2016-01-06.008\P1\P2\unstained,D2,86.06,99.88,4069,1.02E+05,101.99,cm2016-01-06.008
P1\P2\mCherry,cm2016-01-06.008\P1\P2\mCherry,D2,0.11,0.12,5,125,0.13,cm2016-01-06.008
P1\P2\double-stained,cm2016-01-06.008\P1\P2\double-stained,D2,0,0,0,0,0,cm2016-01-06.008
P1\P2\GFP,cm2016-01-06.008\P1\P2\GFP,D2,0,0,0,0,0,cm2016-01-06.008
P1\P2\LL4,cm2016-01-06.008\P1\P2\LL4,D2,86.17,100,4074,1.02E+05,102.12,cm2016-01-06.008
P1\P2\UL4,cm2016-01-06.008\P1\P2\UL4,D2,0,0,0,0,0,cm2016-01-06.008
P1\P2\UR4,cm2016-01-06.008\P1\P2\UR4,D2,0,0,0,0,0,cm2016-01-06.008
P1\P2\LR4,cm2016-01-06.008\P1\P2\LR4,D2,0,0,0,0,0,cm2016-01-06.008
P1\P2\LL5,cm2016-01-06.008\P1\P2\LL5,D2,83.04,96.37,3926,9.84E+04,98.41,cm2016-01-06.008
P1\P2\UL5,cm2016-01-06.008\P1\P2\UL5,D2,2.71,3.14,128,3.21E+03,3.21,cm2016-01-06.008
P1\P2\UR5,cm2016-01-06.008\P1\P2\UR5,D2,0.36,0.42,17,426,0.43,cm2016-01-06.008
P1\P2\LR5,cm2016-01-06.008\P1\P2\LR5,D2,0.06,0.07,3,75.2,0.08,cm2016-01-06.008
cm2016-01-06.007,cm2016-01-06.007,C2,100,---,7113,1.78E+05,178.29,cm2016-01-06.007
P1,cm2016-01-06.007\P1,C2,57.16,57.16,4066,1.02E+05,101.91,cm2016-01-06.007
P1\P2,cm2016-01-06.007\P1\P2,C2,56.42,98.7,4013,1.01E+05,100.59,cm2016-01-06.007
P1\P2\unstained,cm2016-01-06.007\P1\P2\unstained,C2,56.36,99.9,4009,1.00E+05,100.49,cm2016-01-06.007
P1\P2\mCherry,cm2016-01-06.007\P1\P2\mCherry,C2,0.03,0.05,2,50.1,0.05,cm2016-01-06.007
P1\P2\double-stained,cm2016-01-06.007\P1\P2\double-stained,C2,0.03,0.05,2,50.1,0.05,cm2016-01-06.007
P1\P2\GFP,cm2016-01-06.007\P1\P2\GFP,C2,0,0,0,0,0,cm2016-01-06.007
P1\P2\LL4,cm2016-01-06.007\P1\P2\LL4,C2,56.42,100,4013,1.01E+05,100.59,cm2016-01-06.007
P1\P2\UL4,cm2016-01-06.007\P1\P2\UL4,C2,0,0,0,0,0,cm2016-01-06.007
P1\P2\UR4,cm2016-01-06.007\P1\P2\UR4,C2,0,0,0,0,0,cm2016-01-06.007
P1\P2\LR4,cm2016-01-06.007\P1\P2\LR4,C2,0,0,0,0,0,cm2016-01-06.007
P1\P2\LL5,cm2016-01-06.007\P1\P2\LL5,C2,55.88,99.05,3975,9.96E+04,99.63,cm2016-01-06.007
P1\P2\UL5,cm2016-01-06.007\P1\P2\UL5,C2,0.3,0.52,21,526,0.53,cm2016-01-06.007
P1\P2\UR5,cm2016-01-06.007\P1\P2\UR5,C2,0.15,0.27,11,276,0.28,cm2016-01-06.007
P1\P2\LR5,cm2016-01-06.007\P1\P2\LR5,C2,0.08,0.15,6,150,0.15,cm2016-01-06.007
cm2016-01-06.006,cm2016-01-06.006,B2,100,---,6336,1.59E+05,158.81,cm2016-01-06.006
P1,cm2016-01-06.006\P1,B2,69.54,69.54,4406,1.10E+05,110.44,cm2016-01-06.006
P1\P2,cm2016-01-06.006\P1\P2,B2,68.2,98.07,4321,1.08E+05,108.31,cm2016-01-06.006
P1\P2\unstained,cm2016-01-06.006\P1\P2\unstained,B2,68.17,99.95,4319,1.08E+05,108.26,cm2016-01-06.006
P1\P2\mCherry,cm2016-01-06.006\P1\P2\mCherry,B2,0.03,0.05,2,50.1,0.05,cm2016-01-06.006
P1\P2\double-stained,cm2016-01-06.006\P1\P2\double-stained,B2,0,0,0,0,0,cm2016-01-06.006
P1\P2\GFP,cm2016-01-06.006\P1\P2\GFP,B2,0,0,0,0,0,cm2016-01-06.006
P1\P2\LL4,cm2016-01-06.006\P1\P2\LL4,B2,68.2,100,4321,1.08E+05,108.31,cm2016-01-06.006
P1\P2\UL4,cm2016-01-06.006\P1\P2\UL4,B2,0,0,0,0,0,cm2016-01-06.006
P1\P2\UR4,cm2016-01-06.006\P1\P2\UR4,B2,0,0,0,0,0,cm2016-01-06.006
P1\P2\LR4,cm2016-01-06.006\P1\P2\LR4,B2,0,0,0,0,0,cm2016-01-06.006
P1\P2\LL5,cm2016-01-06.006\P1\P2\LL5,B2,67.71,99.28,4290,1.08E+05,107.53,cm2016-01-06.006
P1\P2\UL5,cm2016-01-06.006\P1\P2\UL5,B2,0.28,0.42,18,451,0.45,cm2016-01-06.006
P1\P2\UR5,cm2016-01-06.006\P1\P2\UR5,B2,0.13,0.19,8,201,0.2,cm2016-01-06.006
P1\P2\LR5,cm2016-01-06.006\P1\P2\LR5,B2,0.08,0.12,5,125,0.13,cm2016-01-06.006
cm2016-01-06.005,cm2016-01-06.005,A2,100,---,6367,1.64E+05,164.4,cm2016-01-06.005
P1,cm2016-01-06.005\P1,A2,58.79,58.79,3743,9.66E+04,96.65,cm2016-01-06.005
P1\P2,cm2016-01-06.005\P1\P2,A2,57.92,98.53,3688,9.52E+04,95.23,cm2016-01-06.005
P1\P2\unstained,cm2016-01-06.005\P1\P2\unstained,A2,57.92,100,3688,9.52E+04,95.23,cm2016-01-06.005
P1\P2\mCherry,cm2016-01-06.005\P1\P2\mCherry,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\double-stained,cm2016-01-06.005\P1\P2\double-stained,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\GFP,cm2016-01-06.005\P1\P2\GFP,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\LL4,cm2016-01-06.005\P1\P2\LL4,A2,57.92,100,3688,9.52E+04,95.23,cm2016-01-06.005
P1\P2\UL4,cm2016-01-06.005\P1\P2\UL4,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\UR4,cm2016-01-06.005\P1\P2\UR4,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\LR4,cm2016-01-06.005\P1\P2\LR4,A2,0,0,0,0,0,cm2016-01-06.005
P1\P2\LL5,cm2016-01-06.005\P1\P2\LL5,A2,57.64,99.51,3670,9.48E+04,94.76,cm2016-01-06.005
P1\P2\UL5,cm2016-01-06.005\P1\P2\UL5,A2,0.16,0.27,10,258,0.26,cm2016-01-06.005
P1\P2\UR5,cm2016-01-06.005\P1\P2\UR5,A2,0.02,0.03,1,25.8,0.03,cm2016-01-06.005
P1\P2\LR5,cm2016-01-06.005\P1\P2\LR5,A2,0.11,0.19,7,181,0.18,cm2016-01-06.005
cm2016-01-06.004,cm2016-01-06.004,D1,100,---,5073,1.29E+05,128.91,cm2016-01-06.004
P1,cm2016-01-06.004\P1,D1,89.65,89.65,4548,1.16E+05,115.57,cm2016-01-06.004
P1\P2,cm2016-01-06.004\P1\P2,D1,88.63,98.86,4496,1.14E+05,114.25,cm2016-01-06.004
P1\P2\unstained,cm2016-01-06.004\P1\P2\unstained,D1,88.51,99.87,4490,1.14E+05,114.09,cm2016-01-06.004
P1\P2\mCherry,cm2016-01-06.004\P1\P2\mCherry,D1,0.12,0.13,6,152,0.15,cm2016-01-06.004
P1\P2\double-stained,cm2016-01-06.004\P1\P2\double-stained,D1,0,0,0,0,0,cm2016-01-06.004
P1\P2\GFP,cm2016-01-06.004\P1\P2\GFP,D1,0,0,0,0,0,cm2016-01-06.004
P1\P2\LL4,cm2016-01-06.004\P1\P2\LL4,D1,88.61,99.98,4495,1.14E+05,114.22,cm2016-01-06.004
P1\P2\UL4,cm2016-01-06.004\P1\P2\UL4,D1,0,0,0,0,0,cm2016-01-06.004
P1\P2\UR4,cm2016-01-06.004\P1\P2\UR4,D1,0,0,0,0,0,cm2016-01-06.004
P1\P2\LR4,cm2016-01-06.004\P1\P2\LR4,D1,0.02,0.02,1,25.4,0.03,cm2016-01-06.004
P1\P2\LL5,cm2016-01-06.004\P1\P2\LL5,D1,86.22,97.29,4374,1.11E+05,111.14,cm2016-01-06.004
P1\P2\UL5,cm2016-01-06.004\P1\P2\UL5,D1,1.83,2.07,93,2.36E+03,2.36,cm2016-01-06.004
P1\P2\UR5,cm2016-01-06.004\P1\P2\UR5,D1,0.45,0.51,23,584,0.58,cm2016-01-06.004
P1\P2\LR5,cm2016-01-06.004\P1\P2\LR5,D1,0.12,0.13,6,152,0.15,cm2016-01-06.004
cm2016-01-06.003,cm2016-01-06.003,C1,100,---,6063,1.59E+05,158.77,cm2016-01-06.003
P1,cm2016-01-06.003\P1,C1,65.94,65.94,3998,1.05E+05,104.7,cm2016-01-06.003
P1\P2,cm2016-01-06.003\P1\P2,C1,64.8,98.27,3929,1.03E+05,102.89,cm2016-01-06.003
P1\P2\unstained,cm2016-01-06.003\P1\P2\unstained,C1,64.75,99.92,3926,1.03E+05,102.81,cm2016-01-06.003
P1\P2\mCherry,cm2016-01-06.003\P1\P2\mCherry,C1,0.03,0.05,2,52.4,0.05,cm2016-01-06.003
P1\P2\double-stained,cm2016-01-06.003\P1\P2\double-stained,C1,0.02,0.03,1,26.2,0.03,cm2016-01-06.003
P1\P2\GFP,cm2016-01-06.003\P1\P2\GFP,C1,0,0,0,0,0,cm2016-01-06.003
P1\P2\LL4,cm2016-01-06.003\P1\P2\LL4,C1,64.8,100,3929,1.03E+05,102.89,cm2016-01-06.003
P1\P2\UL4,cm2016-01-06.003\P1\P2\UL4,C1,0,0,0,0,0,cm2016-01-06.003
P1\P2\UR4,cm2016-01-06.003\P1\P2\UR4,C1,0,0,0,0,0,cm2016-01-06.003
P1\P2\LR4,cm2016-01-06.003\P1\P2\LR4,C1,0,0,0,0,0,cm2016-01-06.003
P1\P2\LL5,cm2016-01-06.003\P1\P2\LL5,C1,64.56,99.62,3914,1.02E+05,102.5,cm2016-01-06.003
P1\P2\UL5,cm2016-01-06.003\P1\P2\UL5,C1,0,0,0,0,0,cm2016-01-06.003
P1\P2\UR5,cm2016-01-06.003\P1\P2\UR5,C1,0.08,0.13,5,131,0.13,cm2016-01-06.003
P1\P2\LR5,cm2016-01-06.003\P1\P2\LR5,C1,0.16,0.25,10,262,0.26,cm2016-01-06.003
cm2016-01-06.002,cm2016-01-06.002,B1,100,---,5557,1.39E+05,139.29,cm2016-01-06.002
P1,cm2016-01-06.002\P1,B1,90.7,90.7,5040,1.26E+05,126.33,cm2016-01-06.002
P1\P2,cm2016-01-06.002\P1\P2,B1,89.69,98.89,4984,1.25E+05,124.92,cm2016-01-06.002
P1\P2\unstained,cm2016-01-06.002\P1\P2\unstained,B1,89.58,99.88,4978,1.25E+05,124.77,cm2016-01-06.002
