Path,Full path,WID,%-T,%-#,Count,Count/mL,Count/_L,file
P1\P2\LR4,cm2016-01-07.017\P1\P2\LR4,E5,0,0,0,0,0,cm2016-01-07.017
P1\P2\LL5,cm2016-01-07.017\P1\P2\LL5,E5,97.95,99.77,19591,2.37E+06,"2,368.64",cm2016-01-07.017
P1\P2\UL5,cm2016-01-07.017\P1\P2\UL5,E5,0,0,0,0,0,cm2016-01-07.017
P1\P2\UR5,cm2016-01-07.017\P1\P2\UR5,E5,0,0,0,0,0,cm2016-01-07.017
P1\P2\LR5,cm2016-01-07.017\P1\P2\LR5,E5,0.22,0.23,45,5.44E+03,5.44,cm2016-01-07.017
cm2016-01-07.016,cm2016-01-07.016,H4,100,---,20000,1.58E+06,"1,578.91",cm2016-01-07.016
P1,cm2016-01-07.016\P1,H4,99.66,99.66,19932,1.57E+06,"1,573.54",cm2016-01-07.016
P1\P2,cm2016-01-07.016\P1\P2,H4,98.54,98.88,19708,1.56E+06,"1,555.85",cm2016-01-07.016
P1\P2\LL3,cm2016-01-07.016\P1\P2\LL3,H4,98.52,99.98,19704,1.56E+06,"1,555.54",cm2016-01-07.016
P1\P2\UL3,cm2016-01-07.016\P1\P2\UL3,H4,0.01,0.01,2,158,0.16,cm2016-01-07.016
P1\P2\UR3,cm2016-01-07.016\P1\P2\UR3,H4,0.01,0.01,1,78.9,0.08,cm2016-01-07.016
P1\P2\LR3,cm2016-01-07.016\P1\P2\LR3,H4,0.01,0.01,1,78.9,0.08,cm2016-01-07.016
P1\P2\LL4,cm2016-01-07.016\P1\P2\LL4,H4,98.54,100,19708,1.56E+06,"1,555.85",cm2016-01-07.016
P1\P2\UL4,cm2016-01-07.016\P1\P2\UL4,H4,0,0,0,0,0,cm2016-01-07.016
P1\P2\UR4,cm2016-01-07.016\P1\P2\UR4,H4,0,0,0,0,0,cm2016-01-07.016
P1\P2\LR4,cm2016-01-07.016\P1\P2\LR4,H4,0,0,0,0,0,cm2016-01-07.016
P1\P2\LL5,cm2016-01-07.016\P1\P2\LL5,H4,98.11,99.57,19623,1.55E+06,"1,549.14",cm2016-01-07.016
P1\P2\UL5,cm2016-01-07.016\P1\P2\UL5,H4,0.01,0.01,2,158,0.16,cm2016-01-07.016
P1\P2\UR5,cm2016-01-07.016\P1\P2\UR5,H4,0.01,0.01,2,158,0.16,cm2016-01-07.016
P1\P2\LR5,cm2016-01-07.016\P1\P2\LR5,H4,0.4,0.41,81,6.39E+03,6.39,cm2016-01-07.016
cm2016-01-07.015,cm2016-01-07.015,G4,100,---,851,9.49E+03,9.49,cm2016-01-07.015
P1,cm2016-01-07.015\P1,G4,83.55,83.55,711,7.93E+03,7.93,cm2016-01-07.015
P1\P2,cm2016-01-07.015\P1\P2,G4,82.61,98.87,703,7.84E+03,7.84,cm2016-01-07.015
P1\P2\LL3,cm2016-01-07.015\P1\P2\LL3,G4,82.26,99.57,700,7.80E+03,7.8,cm2016-01-07.015
P1\P2\UL3,cm2016-01-07.015\P1\P2\UL3,G4,0.35,0.43,3,33.4,0.03,cm2016-01-07.015
P1\P2\UR3,cm2016-01-07.015\P1\P2\UR3,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\LR3,cm2016-01-07.015\P1\P2\LR3,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\LL4,cm2016-01-07.015\P1\P2\LL4,G4,82.61,100,703,7.84E+03,7.84,cm2016-01-07.015
P1\P2\UL4,cm2016-01-07.015\P1\P2\UL4,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\UR4,cm2016-01-07.015\P1\P2\UR4,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\LR4,cm2016-01-07.015\P1\P2\LR4,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\LL5,cm2016-01-07.015\P1\P2\LL5,G4,79.44,96.16,676,7.54E+03,7.54,cm2016-01-07.015
P1\P2\UL5,cm2016-01-07.015\P1\P2\UL5,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\UR5,cm2016-01-07.015\P1\P2\UR5,G4,0,0,0,0,0,cm2016-01-07.015
P1\P2\LR5,cm2016-01-07.015\P1\P2\LR5,G4,3.17,3.84,27,301,0.3,cm2016-01-07.015
cm2016-01-07.014,cm2016-01-07.014,F4,100,---,357,4.01E+03,4.01,cm2016-01-07.014
P1,cm2016-01-07.014\P1,F4,94.96,94.96,339,3.81E+03,3.81,cm2016-01-07.014
P1\P2,cm2016-01-07.014\P1\P2,F4,94.12,99.12,336,3.77E+03,3.77,cm2016-01-07.014
P1\P2\LL3,cm2016-01-07.014\P1\P2\LL3,F4,94.12,100,336,3.77E+03,3.77,cm2016-01-07.014
P1\P2\UL3,cm2016-01-07.014\P1\P2\UL3,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\UR3,cm2016-01-07.014\P1\P2\UR3,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\LR3,cm2016-01-07.014\P1\P2\LR3,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\LL4,cm2016-01-07.014\P1\P2\LL4,F4,94.12,100,336,3.77E+03,3.77,cm2016-01-07.014
P1\P2\UL4,cm2016-01-07.014\P1\P2\UL4,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\UR4,cm2016-01-07.014\P1\P2\UR4,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\LR4,cm2016-01-07.014\P1\P2\LR4,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\LL5,cm2016-01-07.014\P1\P2\LL5,F4,93.84,99.7,335,3.76E+03,3.76,cm2016-01-07.014
P1\P2\UL5,cm2016-01-07.014\P1\P2\UL5,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\UR5,cm2016-01-07.014\P1\P2\UR5,F4,0,0,0,0,0,cm2016-01-07.014
P1\P2\LR5,cm2016-01-07.014\P1\P2\LR5,F4,0.28,0.3,1,11.2,0.01,cm2016-01-07.014
cm2016-01-07.013,cm2016-01-07.013,E4,100,---,20000,2.46E+06,"2,461.54",cm2016-01-07.013
P1,cm2016-01-07.013\P1,E4,99.97,99.97,19994,2.46E+06,"2,460.80",cm2016-01-07.013
P1\P2,cm2016-01-07.013\P1\P2,E4,98.34,98.37,19669,2.42E+06,"2,420.80",cm2016-01-07.013
P1\P2\LL3,cm2016-01-07.013\P1\P2\LL3,E4,98.3,99.95,19660,2.42E+06,"2,419.69",cm2016-01-07.013
P1\P2\UL3,cm2016-01-07.013\P1\P2\UL3,E4,0.04,0.05,9,1.11E+03,1.11,cm2016-01-07.013
P1\P2\UR3,cm2016-01-07.013\P1\P2\UR3,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\LR3,cm2016-01-07.013\P1\P2\LR3,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\LL4,cm2016-01-07.013\P1\P2\LL4,E4,98.34,100,19669,2.42E+06,"2,420.80",cm2016-01-07.013
P1\P2\UL4,cm2016-01-07.013\P1\P2\UL4,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\UR4,cm2016-01-07.013\P1\P2\UR4,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\LR4,cm2016-01-07.013\P1\P2\LR4,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\LL5,cm2016-01-07.013\P1\P2\LL5,E4,97.73,99.38,19547,2.41E+06,"2,405.78",cm2016-01-07.013
P1\P2\UL5,cm2016-01-07.013\P1\P2\UL5,E4,0,0,0,0,0,cm2016-01-07.013
P1\P2\UR5,cm2016-01-07.013\P1\P2\UR5,E4,0.01,0.01,1,123,0.12,cm2016-01-07.013
P1\P2\LR5,cm2016-01-07.013\P1\P2\LR5,E4,0.6,0.62,121,1.49E+04,14.89,cm2016-01-07.013
cm2016-01-07.012,cm2016-01-07.012,H3,100,---,20000,1.54E+06,"1,540.83",cm2016-01-07.012
P1,cm2016-01-07.012\P1,H3,99.67,99.67,19934,1.54E+06,"1,535.75",cm2016-01-07.012
P1\P2,cm2016-01-07.012\P1\P2,H3,98.63,98.96,19727,1.52E+06,"1,519.80",cm2016-01-07.012
P1\P2\LL3,cm2016-01-07.012\P1\P2\LL3,H3,98.6,99.96,19720,1.52E+06,"1,519.26",cm2016-01-07.012
P1\P2\UL3,cm2016-01-07.012\P1\P2\UL3,H3,0.02,0.02,4,308,0.31,cm2016-01-07.012
P1\P2\UR3,cm2016-01-07.012\P1\P2\UR3,H3,0.01,0.01,1,77,0.08,cm2016-01-07.012
P1\P2\LR3,cm2016-01-07.012\P1\P2\LR3,H3,0.01,0.01,2,154,0.15,cm2016-01-07.012
P1\P2\LL4,cm2016-01-07.012\P1\P2\LL4,H3,98.63,100,19727,1.52E+06,"1,519.80",cm2016-01-07.012
P1\P2\UL4,cm2016-01-07.012\P1\P2\UL4,H3,0,0,0,0,0,cm2016-01-07.012
P1\P2\UR4,cm2016-01-07.012\P1\P2\UR4,H3,0,0,0,0,0,cm2016-01-07.012
P1\P2\LR4,cm2016-01-07.012\P1\P2\LR4,H3,0,0,0,0,0,cm2016-01-07.012
P1\P2\LL5,cm2016-01-07.012\P1\P2\LL5,H3,98.1,99.46,19620,1.51E+06,"1,511.56",cm2016-01-07.012
P1\P2\UL5,cm2016-01-07.012\P1\P2\UL5,H3,0.01,0.02,3,231,0.23,cm2016-01-07.012
P1\P2\UR5,cm2016-01-07.012\P1\P2\UR5,H3,0,0,0,0,0,cm2016-01-07.012
P1\P2\LR5,cm2016-01-07.012\P1\P2\LR5,H3,0.52,0.53,104,8.01E+03,8.01,cm2016-01-07.012
cm2016-01-07.011,cm2016-01-07.011,G3,100,---,910,1.01E+04,10.13,cm2016-01-07.011
P1,cm2016-01-07.011\P1,G3,53.3,53.3,485,5.40E+03,5.4,cm2016-01-07.011
P1\P2,cm2016-01-07.011\P1\P2,G3,51.32,96.29,467,5.20E+03,5.2,cm2016-01-07.011
P1\P2\LL3,cm2016-01-07.011\P1\P2\LL3,G3,51.21,99.79,466,5.18E+03,5.18,cm2016-01-07.011
P1\P2\UL3,cm2016-01-07.011\P1\P2\UL3,G3,0.11,0.21,1,11.1,0.01,cm2016-01-07.011
P1\P2\UR3,cm2016-01-07.011\P1\P2\UR3,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\LR3,cm2016-01-07.011\P1\P2\LR3,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\LL4,cm2016-01-07.011\P1\P2\LL4,G3,51.32,100,467,5.20E+03,5.2,cm2016-01-07.011
P1\P2\UL4,cm2016-01-07.011\P1\P2\UL4,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\UR4,cm2016-01-07.011\P1\P2\UR4,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\LR4,cm2016-01-07.011\P1\P2\LR4,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\LL5,cm2016-01-07.011\P1\P2\LL5,G3,47.36,92.29,431,4.80E+03,4.8,cm2016-01-07.011
P1\P2\UL5,cm2016-01-07.011\P1\P2\UL5,G3,0.11,0.21,1,11.1,0.01,cm2016-01-07.011
P1\P2\UR5,cm2016-01-07.011\P1\P2\UR5,G3,0,0,0,0,0,cm2016-01-07.011
P1\P2\LR5,cm2016-01-07.011\P1\P2\LR5,G3,3.85,7.49,35,389,0.39,cm2016-01-07.011
cm2016-01-07.010,cm2016-01-07.010,F3,100,---,800,8.98E+03,8.98,cm2016-01-07.010
P1,cm2016-01-07.010\P1,F3,33.88,33.88,271,3.04E+03,3.04,cm2016-01-07.010
P1\P2,cm2016-01-07.010\P1\P2,F3,32.25,95.2,258,2.89E+03,2.89,cm2016-01-07.010
P1\P2\LL3,cm2016-01-07.010\P1\P2\LL3,F3,32.25,100,258,2.89E+03,2.89,cm2016-01-07.010
P1\P2\UL3,cm2016-01-07.010\P1\P2\UL3,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\UR3,cm2016-01-07.010\P1\P2\UR3,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\LR3,cm2016-01-07.010\P1\P2\LR3,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\LL4,cm2016-01-07.010\P1\P2\LL4,F3,32.25,100,258,2.89E+03,2.89,cm2016-01-07.010
P1\P2\UL4,cm2016-01-07.010\P1\P2\UL4,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\UR4,cm2016-01-07.010\P1\P2\UR4,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\LR4,cm2016-01-07.010\P1\P2\LR4,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\LL5,cm2016-01-07.010\P1\P2\LL5,F3,32.12,99.61,257,2.88E+03,2.88,cm2016-01-07.010
P1\P2\UL5,cm2016-01-07.010\P1\P2\UL5,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\UR5,cm2016-01-07.010\P1\P2\UR5,F3,0,0,0,0,0,cm2016-01-07.010
P1\P2\LR5,cm2016-01-07.010\P1\P2\LR5,F3,0.12,0.39,1,11.2,0.01,cm2016-01-07.010
cm2016-01-07.009,cm2016-01-07.009,E3,100,---,20000,2.45E+06,"2,448.88",cm2016-01-07.009
P1,cm2016-01-07.009\P1,E3,99.94,99.94,19988,2.45E+06,"2,447.41",cm2016-01-07.009
P1\P2,cm2016-01-07.009\P1\P2,E3,98.23,98.29,19647,2.41E+06,"2,405.66",cm2016-01-07.009
P1\P2\LL3,cm2016-01-07.009\P1\P2\LL3,E3,98.21,99.97,19642,2.41E+06,"2,405.04",cm2016-01-07.009
P1\P2\UL3,cm2016-01-07.009\P1\P2\UL3,E3,0.01,0.02,3,367,0.37,cm2016-01-07.009
P1\P2\UR3,cm2016-01-07.009\P1\P2\UR3,E3,0,0,0,0,0,cm2016-01-07.009
P1\P2\LR3,cm2016-01-07.009\P1\P2\LR3,E3,0.01,0.01,2,245,0.24,cm2016-01-07.009
P1\P2\LL4,cm2016-01-07.009\P1\P2\LL4,E3,98.23,99.99,19646,2.41E+06,"2,405.53",cm2016-01-07.009
P1\P2\UL4,cm2016-01-07.009\P1\P2\UL4,E3,0.01,0.01,1,122,0.12,cm2016-01-07.009
P1\P2\UR4,cm2016-01-07.009\P1\P2\UR4,E3,0,0,0,0,0,cm2016-01-07.009
P1\P2\LR4,cm2016-01-07.009\P1\P2\LR4,E3,0,0,0,0,0,cm2016-01-07.009
P1\P2\LL5,cm2016-01-07.009\P1\P2\LL5,E3,97.5,99.26,19501,2.39E+06,"2,387.78",cm2016-01-07.009
P1\P2\UL5,cm2016-01-07.009\P1\P2\UL5,E3,0.01,0.01,1,122,0.12,cm2016-01-07.009
P1\P2\UR5,cm2016-01-07.009\P1\P2\UR5,E3,0,0,0,0,0,cm2016-01-07.009
P1\P2\LR5,cm2016-01-07.009\P1\P2\LR5,E3,0.73,0.74,145,1.78E+04,17.75,cm2016-01-07.009
cm2016-01-07.008,cm2016-01-07.008,H2,100,---,20000,1.56E+06,"1,558.36",cm2016-01-07.008
P1,cm2016-01-07.008\P1,H2,99.69,99.69,19937,1.55E+06,"1,553.45",cm2016-01-07.008
P1\P2,cm2016-01-07.008\P1\P2,H2,98.69,99.01,19739,1.54E+06,"1,538.02",cm2016-01-07.008
P1\P2\LL3,cm2016-01-07.008\P1\P2\LL3,H2,98.67,99.97,19733,1.54E+06,"1,537.56",cm2016-01-07.008
P1\P2\UL3,cm2016-01-07.008\P1\P2\UL3,H2,0.02,0.02,4,312,0.31,cm2016-01-07.008
P1\P2\UR3,cm2016-01-07.008\P1\P2\UR3,H2,0.01,0.01,1,77.9,0.08,cm2016-01-07.008
P1\P2\LR3,cm2016-01-07.008\P1\P2\LR3,H2,0.01,0.01,1,77.9,0.08,cm2016-01-07.008
P1\P2\LL4,cm2016-01-07.008\P1\P2\LL4,H2,98.69,100,19739,1.54E+06,"1,538.02",cm2016-01-07.008
P1\P2\UL4,cm2016-01-07.008\P1\P2\UL4,H2,0,0,0,0,0,cm2016-01-07.008
P1\P2\UR4,cm2016-01-07.008\P1\P2\UR4,H2,0,0,0,0,0,cm2016-01-07.008
P1\P2\LR4,cm2016-01-07.008\P1\P2\LR4,H2,0,0,0,0,0,cm2016-01-07.008
P1\P2\LL5,cm2016-01-07.008\P1\P2\LL5,H2,98.24,99.54,19648,1.53E+06,"1,530.93",cm2016-01-07.008
P1\P2\UL5,cm2016-01-07.008\P1\P2\UL5,H2,0.03,0.03,5,390,0.39,cm2016-01-07.008
P1\P2\UR5,cm2016-01-07.008\P1\P2\UR5,H2,0.01,0.01,2,156,0.16,cm2016-01-07.008
P1\P2\LR5,cm2016-01-07.008\P1\P2\LR5,H2,0.42,0.43,84,6.55E+03,6.55,cm2016-01-07.008
cm2016-01-07.007,cm2016-01-07.007,G2,100,---,492,5.52E+03,5.52,cm2016-01-07.007
P1,cm2016-01-07.007\P1,G2,80.28,80.28,395,4.43E+03,4.43,cm2016-01-07.007
P1\P2,cm2016-01-07.007\P1\P2,G2,77.44,96.46,381,4.27E+03,4.27,cm2016-01-07.007
P1\P2\LL3,cm2016-01-07.007\P1\P2\LL3,G2,77.44,100,381,4.27E+03,4.27,cm2016-01-07.007
P1\P2\UL3,cm2016-01-07.007\P1\P2\UL3,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\UR3,cm2016-01-07.007\P1\P2\UR3,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\LR3,cm2016-01-07.007\P1\P2\LR3,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\LL4,cm2016-01-07.007\P1\P2\LL4,G2,77.44,100,381,4.27E+03,4.27,cm2016-01-07.007
P1\P2\UL4,cm2016-01-07.007\P1\P2\UL4,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\UR4,cm2016-01-07.007\P1\P2\UR4,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\LR4,cm2016-01-07.007\P1\P2\LR4,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\LL5,cm2016-01-07.007\P1\P2\LL5,G2,73.58,95.01,362,4.06E+03,4.06,cm2016-01-07.007
P1\P2\UL5,cm2016-01-07.007\P1\P2\UL5,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\UR5,cm2016-01-07.007\P1\P2\UR5,G2,0,0,0,0,0,cm2016-01-07.007
P1\P2\LR5,cm2016-01-07.007\P1\P2\LR5,G2,3.86,4.99,19,213,0.21,cm2016-01-07.007
cm2016-01-07.006,cm2016-01-07.006,F2,100,---,305,3.40E+03,3.4,cm2016-01-07.006
P1,cm2016-01-07.006\P1,F2,90.82,90.82,277,3.09E+03,3.09,cm2016-01-07.006
P1\P2,cm2016-01-07.006\P1\P2,F2,86.56,95.31,264,2.95E+03,2.95,cm2016-01-07.006
P1\P2\LL3,cm2016-01-07.006\P1\P2\LL3,F2,86.56,100,264,2.95E+03,2.95,cm2016-01-07.006
P1\P2\UL3,cm2016-01-07.006\P1\P2\UL3,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\UR3,cm2016-01-07.006\P1\P2\UR3,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\LR3,cm2016-01-07.006\P1\P2\LR3,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\LL4,cm2016-01-07.006\P1\P2\LL4,F2,86.56,100,264,2.95E+03,2.95,cm2016-01-07.006
P1\P2\UL4,cm2016-01-07.006\P1\P2\UL4,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\UR4,cm2016-01-07.006\P1\P2\UR4,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\LR4,cm2016-01-07.006\P1\P2\LR4,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\LL5,cm2016-01-07.006\P1\P2\LL5,F2,86.56,100,264,2.95E+03,2.95,cm2016-01-07.006
P1\P2\UL5,cm2016-01-07.006\P1\P2\UL5,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\UR5,cm2016-01-07.006\P1\P2\UR5,F2,0,0,0,0,0,cm2016-01-07.006
P1\P2\LR5,cm2016-01-07.006\P1\P2\LR5,F2,0,0,0,0,0,cm2016-01-07.006
cm2016-01-07.005,cm2016-01-07.005,E2,100,---,20000,2.55E+06,"2,546.15",cm2016-01-07.005
P1,cm2016-01-07.005\P1,E2,99.95,99.95,19991,2.55E+06,"2,545.00",cm2016-01-07.005
P1\P2,cm2016-01-07.005\P1\P2,E2,98.39,98.43,19678,2.51E+06,"2,505.16",cm2016-01-07.005
P1\P2\LL3,cm2016-01-07.005\P1\P2\LL3,E2,98.32,99.93,19664,2.50E+06,"2,503.37",cm2016-01-07.005
P1\P2\UL3,cm2016-01-07.005\P1\P2\UL3,E2,0.07,0.07,14,1.78E+03,1.78,cm2016-01-07.005
P1\P2\UR3,cm2016-01-07.005\P1\P2\UR3,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\LR3,cm2016-01-07.005\P1\P2\LR3,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\LL4,cm2016-01-07.005\P1\P2\LL4,E2,98.39,100,19678,2.51E+06,"2,505.16",cm2016-01-07.005
P1\P2\UL4,cm2016-01-07.005\P1\P2\UL4,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\UR4,cm2016-01-07.005\P1\P2\UR4,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\LR4,cm2016-01-07.005\P1\P2\LR4,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\LL5,cm2016-01-07.005\P1\P2\LL5,E2,97.64,99.23,19527,2.49E+06,"2,485.93",cm2016-01-07.005
P1\P2\UL5,cm2016-01-07.005\P1\P2\UL5,E2,0,0,0,0,0,cm2016-01-07.005
P1\P2\UR5,cm2016-01-07.005\P1\P2\UR5,E2,0.01,0.02,3,382,0.38,cm2016-01-07.005
P1\P2\LR5,cm2016-01-07.005\P1\P2\LR5,E2,0.74,0.75,148,1.88E+04,18.84,cm2016-01-07.005
cm2016-01-07.004,cm2016-01-07.004,H1,100,---,20000,1.54E+06,"1,540.83",cm2016-01-07.004
P1,cm2016-01-07.004\P1,H1,99.6,99.6,19920,1.53E+06,"1,534.67",cm2016-01-07.004
P1\P2,cm2016-01-07.004\P1\P2,H1,98.34,98.73,19668,1.52E+06,"1,515.25",cm2016-01-07.004
P1\P2\LL3,cm2016-01-07.004\P1\P2\LL3,H1,98.3,99.96,19661,1.51E+06,"1,514.71",cm2016-01-07.004
P1\P2\UL3,cm2016-01-07.004\P1\P2\UL3,H1,0.03,0.03,5,385,0.39,cm2016-01-07.004
P1\P2\UR3,cm2016-01-07.004\P1\P2\UR3,H1,0,0,0,0,0,cm2016-01-07.004
P1\P2\LR3,cm2016-01-07.004\P1\P2\LR3,H1,0.01,0.01,2,154,0.15,cm2016-01-07.004
P1\P2\LL4,cm2016-01-07.004\P1\P2\LL4,H1,98.34,100,19668,1.52E+06,"1,515.25",cm2016-01-07.004
P1\P2\UL4,cm2016-01-07.004\P1\P2\UL4,H1,0,0,0,0,0,cm2016-01-07.004
P1\P2\UR4,cm2016-01-07.004\P1\P2\UR4,H1,0,0,0,0,0,cm2016-01-07.004
P1\P2\LR4,cm2016-01-07.004\P1\P2\LR4,H1,0,0,0,0,0,cm2016-01-07.004
P1\P2\LL5,cm2016-01-07.004\P1\P2\LL5,H1,97.89,99.55,19579,1.51E+06,"1,508.40",cm2016-01-07.004
P1\P2\UL5,cm2016-01-07.004\P1\P2\UL5,H1,0.01,0.01,2,154,0.15,cm2016-01-07.004
P1\P2\UR5,cm2016-01-07.004\P1\P2\UR5,H1,0.01,0.01,2,154,0.15,cm2016-01-07.004
P1\P2\LR5,cm2016-01-07.004\P1\P2\LR5,H1,0.43,0.43,85,6.55E+03,6.55,cm2016-01-07.004
cm2016-01-07.003,cm2016-01-07.003,G1,100,---,487,5.43E+03,5.43,cm2016-01-07.003
P1,cm2016-01-07.003\P1,G1,79.88,79.88,389,4.34E+03,4.34,cm2016-01-07.003
P1\P2,cm2016-01-07.003\P1\P2,G1,73.1,91.52,356,3.97E+03,3.97,cm2016-01-07.003
P1\P2\LL3,cm2016-01-07.003\P1\P2\LL3,G1,72.9,99.72,355,3.96E+03,3.96,cm2016-01-07.003
P1\P2\UL3,cm2016-01-07.003\P1\P2\UL3,G1,0.21,0.28,1,11.2,0.01,cm2016-01-07.003
P1\P2\UR3,cm2016-01-07.003\P1\P2\UR3,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\LR3,cm2016-01-07.003\P1\P2\LR3,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\LL4,cm2016-01-07.003\P1\P2\LL4,G1,73.1,100,356,3.97E+03,3.97,cm2016-01-07.003
P1\P2\UL4,cm2016-01-07.003\P1\P2\UL4,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\UR4,cm2016-01-07.003\P1\P2\UR4,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\LR4,cm2016-01-07.003\P1\P2\LR4,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\LL5,cm2016-01-07.003\P1\P2\LL5,G1,69.4,94.94,338,3.77E+03,3.77,cm2016-01-07.003
P1\P2\UL5,cm2016-01-07.003\P1\P2\UL5,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\UR5,cm2016-01-07.003\P1\P2\UR5,G1,0,0,0,0,0,cm2016-01-07.003
P1\P2\LR5,cm2016-01-07.003\P1\P2\LR5,G1,3.7,5.06,18,201,0.2,cm2016-01-07.003
cm2016-01-07.002,cm2016-01-07.002,F1,100,---,380,4.26E+03,4.26,cm2016-01-07.002
P1,cm2016-01-07.002\P1,F1,91.32,91.32,347,3.89E+03,3.89,cm2016-01-07.002
P1\P2,cm2016-01-07.002\P1\P2,F1,82.37,90.2,313,3.51E+03,3.51,cm2016-01-07.002
P1\P2\LL3,cm2016-01-07.002\P1\P2\LL3,F1,82.37,100,313,3.51E+03,3.51,cm2016-01-07.002
P1\P2\UL3,cm2016-01-07.002\P1\P2\UL3,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\UR3,cm2016-01-07.002\P1\P2\UR3,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\LR3,cm2016-01-07.002\P1\P2\LR3,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\LL4,cm2016-01-07.002\P1\P2\LL4,F1,82.37,100,313,3.51E+03,3.51,cm2016-01-07.002
P1\P2\UL4,cm2016-01-07.002\P1\P2\UL4,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\UR4,cm2016-01-07.002\P1\P2\UR4,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\LR4,cm2016-01-07.002\P1\P2\LR4,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\LL5,cm2016-01-07.002\P1\P2\LL5,F1,82.11,99.68,312,3.50E+03,3.5,cm2016-01-07.002
P1\P2\UL5,cm2016-01-07.002\P1\P2\UL5,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\UR5,cm2016-01-07.002\P1\P2\UR5,F1,0,0,0,0,0,cm2016-01-07.002
P1\P2\LR5,cm2016-01-07.002\P1\P2\LR5,F1,0.26,0.32,1,11.2,0.01,cm2016-01-07.002
cm2016-01-07.001,cm2016-01-07.001,E1,100,---,20000,2.49E+06,"2,486.94",cm2016-01-07.001
P1,cm2016-01-07.001\P1,E1,99.91,99.91,19983,2.48E+06,"2,484.83",cm2016-01-07.001
P1\P2,cm2016-01-07.001\P1\P2,E1,98.37,98.45,19674,2.45E+06,"2,446.41",cm2016-01-07.001
P1\P2\LL3,cm2016-01-07.001\P1\P2\LL3,E1,98.34,99.97,19669,2.45E+06,"2,445.78",cm2016-01-07.001
P1\P2\UL3,cm2016-01-07.001\P1\P2\UL3,E1,0.03,0.03,5,622,0.62,cm2016-01-07.001
P1\P2\UR3,cm2016-01-07.001\P1\P2\UR3,E1,0,0,0,0,0,cm2016-01-07.001
