Path,WID,%-T,%-#,Count,Count/mL,Count/_L,file
P1\P2\LR3,E3,0,0,0,0,0,cm2016-01-09.009
P1\P2\LL4,E3,98.08,100,19616,2.38E+06,"2,377.99",cm2016-01-09.009
P1\P2\UL4,E3,0,0,0,0,0,cm2016-01-09.009
P1\P2\UR4,E3,0,0,0,0,0,cm2016-01-09.009
P1\P2\LR4,E3,0,0,0,0,0,cm2016-01-09.009
P1\P2\LL5,E3,97.21,99.12,19443,2.36E+06,"2,357.01",cm2016-01-09.009
P1\P2\UL5,E3,0.01,0.01,2,242,0.24,cm2016-01-09.009
P1\P2\UR5,E3,0,0,0,0,0,cm2016-01-09.009
P1\P2\LR5,E3,0.85,0.87,171,2.07E+04,20.73,cm2016-01-09.009
cm2016-01-09.008,H2,100,---,20000,1.25E+06,"1,246.73",cm2016-01-09.008
P1,H2,99.52,99.52,19905,1.24E+06,"1,240.81",cm2016-01-09.008
P1\P2,H2,98.63,99.11,19727,1.23E+06,"1,229.71",cm2016-01-09.008
P1\P2\LL3,H2,98.61,99.97,19722,1.23E+06,"1,229.40",cm2016-01-09.008
P1\P2\UL3,H2,0.01,0.01,2,125,0.12,cm2016-01-09.008
P1\P2\UR3,H2,0,0,0,0,0,cm2016-01-09.008
P1\P2\LR3,H2,0.01,0.02,3,187,0.19,cm2016-01-09.008
P1\P2\LL4,H2,98.63,100,19727,1.23E+06,"1,229.71",cm2016-01-09.008
P1\P2\UL4,H2,0,0,0,0,0,cm2016-01-09.008
P1\P2\UR4,H2,0,0,0,0,0,cm2016-01-09.008
P1\P2\LR4,H2,0,0,0,0,0,cm2016-01-09.008
P1\P2\LL5,H2,98.2,99.56,19640,1.22E+06,"1,224.29",cm2016-01-09.008
P1\P2\UL5,H2,0.03,0.03,6,374,0.37,cm2016-01-09.008
P1\P2\UR5,H2,0.01,0.01,1,62.3,0.06,cm2016-01-09.008
P1\P2\LR5,H2,0.4,0.41,80,4.99E+03,4.99,cm2016-01-09.008
cm2016-01-09.007,G2,100,---,523,5.83E+03,5.83,cm2016-01-09.007
P1,G2,81.45,81.45,426,4.75E+03,4.75,cm2016-01-09.007
P1\P2,G2,78.39,96.24,410,4.57E+03,4.57,cm2016-01-09.007
P1\P2\LL3,G2,77.44,98.78,405,4.52E+03,4.52,cm2016-01-09.007
P1\P2\UL3,G2,0.76,0.98,4,44.6,0.04,cm2016-01-09.007
P1\P2\UR3,G2,0,0,0,0,0,cm2016-01-09.007
P1\P2\LR3,G2,0.19,0.24,1,11.2,0.01,cm2016-01-09.007
P1\P2\LL4,G2,78.39,100,410,4.57E+03,4.57,cm2016-01-09.007
P1\P2\UL4,G2,0,0,0,0,0,cm2016-01-09.007
P1\P2\UR4,G2,0,0,0,0,0,cm2016-01-09.007
P1\P2\LR4,G2,0,0,0,0,0,cm2016-01-09.007
P1\P2\LL5,G2,73.23,93.41,383,4.27E+03,4.27,cm2016-01-09.007
P1\P2\UL5,G2,0,0,0,0,0,cm2016-01-09.007
P1\P2\UR5,G2,0.38,0.49,2,22.3,0.02,cm2016-01-09.007
P1\P2\LR5,G2,4.78,6.1,25,279,0.28,cm2016-01-09.007
cm2016-01-09.006,F2,100,---,325,3.63E+03,3.63,cm2016-01-09.006
P1,F2,91.38,91.38,297,3.32E+03,3.32,cm2016-01-09.006
P1\P2,F2,89.23,97.64,290,3.24E+03,3.24,cm2016-01-09.006
P1\P2\LL3,F2,89.23,100,290,3.24E+03,3.24,cm2016-01-09.006
P1\P2\UL3,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\UR3,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\LR3,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\LL4,F2,89.23,100,290,3.24E+03,3.24,cm2016-01-09.006
P1\P2\UL4,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\UR4,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\LR4,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\LL5,F2,88.92,99.66,289,3.23E+03,3.23,cm2016-01-09.006
P1\P2\UL5,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\UR5,F2,0,0,0,0,0,cm2016-01-09.006
P1\P2\LR5,F2,0.31,0.34,1,11.2,0.01,cm2016-01-09.006
cm2016-01-09.005,E2,100,---,20000,2.41E+06,"2,405.87",cm2016-01-09.005
P1,E2,99.92,99.92,19984,2.40E+06,"2,403.95",cm2016-01-09.005
P1\P2,E2,98.17,98.24,19633,2.36E+06,"2,361.72",cm2016-01-09.005
P1\P2\LL3,E2,98.08,99.91,19615,2.36E+06,"2,359.56",cm2016-01-09.005
P1\P2\UL3,E2,0.09,0.09,18,2.17E+03,2.17,cm2016-01-09.005
P1\P2\UR3,E2,0,0,0,0,0,cm2016-01-09.005
P1\P2\LR3,E2,0,0,0,0,0,cm2016-01-09.005
P1\P2\LL4,E2,98.16,99.99,19632,2.36E+06,"2,361.60",cm2016-01-09.005
P1\P2\UL4,E2,0.01,0.01,1,120,0.12,cm2016-01-09.005
P1\P2\UR4,E2,0,0,0,0,0,cm2016-01-09.005
P1\P2\LR4,E2,0,0,0,0,0,cm2016-01-09.005
P1\P2\LL5,E2,97.39,99.21,19477,2.34E+06,"2,342.96",cm2016-01-09.005
P1\P2\UL5,E2,0.01,0.02,3,361,0.36,cm2016-01-09.005
P1\P2\UR5,E2,0.01,0.01,2,241,0.24,cm2016-01-09.005
P1\P2\LR5,E2,0.76,0.77,151,1.82E+04,18.16,cm2016-01-09.005
cm2016-01-09.004,H1,100,---,20000,1.37E+06,"1,371.37",cm2016-01-09.004
P1,H1,99.53,99.53,19907,1.36E+06,"1,364.99",cm2016-01-09.004
P1\P2,H1,98.55,99.01,19710,1.35E+06,"1,351.48",cm2016-01-09.004
P1\P2\LL3,H1,98.51,99.96,19702,1.35E+06,"1,350.93",cm2016-01-09.004
P1\P2\UL3,H1,0.01,0.01,2,137,0.14,cm2016-01-09.004
P1\P2\UR3,H1,0.01,0.01,1,68.6,0.07,cm2016-01-09.004
P1\P2\LR3,H1,0.03,0.03,5,343,0.34,cm2016-01-09.004
P1\P2\LL4,H1,98.55,99.99,19709,1.35E+06,"1,351.41",cm2016-01-09.004
P1\P2\UL4,H1,0.01,0.01,1,68.6,0.07,cm2016-01-09.004
P1\P2\UR4,H1,0,0,0,0,0,cm2016-01-09.004
P1\P2\LR4,H1,0,0,0,0,0,cm2016-01-09.004
P1\P2\LL5,H1,97.94,99.38,19588,1.34E+06,"1,343.12",cm2016-01-09.004
P1\P2\UL5,H1,0.01,0.02,3,206,0.21,cm2016-01-09.004
P1\P2\UR5,H1,0.01,0.02,3,206,0.21,cm2016-01-09.004
P1\P2\LR5,H1,0.58,0.59,116,7.95E+03,7.95,cm2016-01-09.004
cm2016-01-09.003,G1,100,---,536,6.00E+03,6,cm2016-01-09.003
P1,G1,84.89,84.89,455,5.09E+03,5.09,cm2016-01-09.003
P1\P2,G1,79.29,93.41,425,4.76E+03,4.76,cm2016-01-09.003
P1\P2\LL3,G1,77.61,97.88,416,4.66E+03,4.66,cm2016-01-09.003
P1\P2\UL3,G1,1.49,1.88,8,89.6,0.09,cm2016-01-09.003
P1\P2\UR3,G1,0.19,0.24,1,11.2,0.01,cm2016-01-09.003
P1\P2\LR3,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\LL4,G1,79.29,100,425,4.76E+03,4.76,cm2016-01-09.003
P1\P2\UL4,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\UR4,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\LR4,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\LL5,G1,74.07,93.41,397,4.45E+03,4.45,cm2016-01-09.003
P1\P2\UL5,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\UR5,G1,0,0,0,0,0,cm2016-01-09.003
P1\P2\LR5,G1,5.22,6.59,28,314,0.31,cm2016-01-09.003
cm2016-01-09.002,F1,100,---,417,4.66E+03,4.66,cm2016-01-09.002
P1,F1,92.09,92.09,384,4.29E+03,4.29,cm2016-01-09.002
P1\P2,F1,85.85,93.23,358,4.00E+03,4,cm2016-01-09.002
P1\P2\LL3,F1,85.85,100,358,4.00E+03,4,cm2016-01-09.002
P1\P2\UL3,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\UR3,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\LR3,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\LL4,F1,85.85,100,358,4.00E+03,4,cm2016-01-09.002
P1\P2\UL4,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\UR4,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\LR4,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\LL5,F1,84.89,98.88,354,3.95E+03,3.95,cm2016-01-09.002
P1\P2\UL5,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\UR5,F1,0,0,0,0,0,cm2016-01-09.002
P1\P2\LR5,F1,0.96,1.12,4,44.7,0.04,cm2016-01-09.002
cm2016-01-09.001,E1,100,---,20000,2.55E+06,"2,552.97",cm2016-01-09.001
P1,E1,99.93,99.93,19986,2.55E+06,"2,551.19",cm2016-01-09.001
P1\P2,E1,98.2,98.27,19640,2.51E+06,"2,507.02",cm2016-01-09.001
P1\P2\LL3,E1,98.05,99.84,19609,2.50E+06,"2,503.06",cm2016-01-09.001
P1\P2\UL3,E1,0.15,0.16,31,3.96E+03,3.96,cm2016-01-09.001
P1\P2\UR3,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\LR3,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\LL4,E1,98.2,100,19640,2.51E+06,"2,507.02",cm2016-01-09.001
P1\P2\UL4,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\UR4,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\LR4,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\LL5,E1,97.19,98.97,19437,2.48E+06,"2,481.11",cm2016-01-09.001
P1\P2\UL5,E1,0.01,0.01,2,255,0.26,cm2016-01-09.001
P1\P2\UR5,E1,0,0,0,0,0,cm2016-01-09.001
P1\P2\LR5,E1,1,1.02,201,2.57E+04,25.66,cm2016-01-09.001
